timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
24710758,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25211681,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25717828,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26224636,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26730638,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27236636,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27742669,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28248795,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28490772,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
28996655,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
29502680,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
30008685,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
30514854,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
31020778,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
31526752,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
32032842,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
32538640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
33044640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
33550813,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
34056641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
34562698,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
35068641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
35574640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36081641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36587642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37093647,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37599640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38105654,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38612134,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39117650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39623640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40129641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40635640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
41141701,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
41647665,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42153641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42659642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43165641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43672367,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44177652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44683641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45189756,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45695642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46201641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46707829,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47213641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47719656,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48225641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48731642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49237779,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49743640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50249663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50755642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51261642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51767652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52273641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52779686,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
