timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
70296123,1,0,1,0,0,0,0
70797656,1,0,1,0,0,0,0
71303640,1,0,1,0,0,0,0
71809639,1,0,1,0,0,0,0
72315642,1,0,1,0,0,0,0
72821639,1,0,1,0,0,0,0
73327662,1,0,1,0,0,0,0
73833640,1,0,1,0,0,0,0
74339660,1,0,1,0,0,0,0
74845680,1,0,1,0,0,0,0
75351659,1,0,1,0,0,0,0
75857658,1,0,1,0,0,0,0
76363658,1,0,1,0,0,0,0
76869912,1,0,1,0,0,0,0
77375658,1,0,1,0,0,0,0
77881657,1,0,1,0,0,0,0
78387658,1,0,1,0,0,0,0
78893658,1,0,1,0,0,0,0
79400026,1,0,1,0,0,0,0
79905660,1,0,1,0,0,0,0
80411657,1,0,1,0,0,0,0
80917658,1,0,1,0,0,0,0
81423658,1,0,1,0,0,0,0
81930905,1,0,1,0,0,0,0
82436639,1,0,1,0,0,0,0
82942657,1,0,1,0,0,0,0
83448794,1,0,1,0,0,0,0
83954640,1,0,1,0,0,0,0
84460640,1,0,1,0,0,0,0
84967638,1,0,1,0,0,0,0
85473639,1,0,1,0,0,0,0
85979639,1,0,1,0,0,0,0
86485639,1,0,1,0,0,0,0
86991793,1,0,1,0,0,0,0
87497638,1,0,1,0,0,0,0
88003640,1,0,1,0,0,0,0
88509638,1,0,1,0,0,0,0
89016905,1,0,1,0,0,0,0
89522775,1,0,1,0,0,0,0
90028649,1,0,1,0,0,0,0
90325777,1,0,1,0,0,0,0
90831650,1,0,1,0,0,0,0
91339640,1,0,1,0,0,0,0
91845641,1,0,1,0,0,0,0
92351639,1,0,1,0,0,0,0
92857641,1,0,1,0,0,0,0
93363641,1,0,1,0,0,0,0
93870639,1,0,1,0,0,0,0
94376640,1,0,1,0,0,0,0
94883639,1,0,1,0,0,0,0
95390639,1,0,1,0,0,0,0
95896640,1,0,1,0,0,0,0
96402742,1,0,1,0,0,0,0
96908833,1,0,1,0,0,0,0
97414640,1,0,1,0,0,0,0
97920639,1,0,1,0,0,0,0
98427644,1,0,1,0,0,0,0
98933641,1,0,1,0,0,0,0
99439663,1,0,1,0,0,0,0
99946641,1,0,1,0,0,0,0
100452640,1,0,1,0,0,0,0
100958799,1,0,1,0,0,0,0
101465670,1,0,1,0,0,0,0
101971678,1,0,1,0,0,0,0
102477657,1,0,1,0,0,0,0
102983659,1,0,1,0,0,0,0
103489657,1,0,1,0,0,0,0
103995686,1,0,1,0,0,0,0
104502638,1,0,1,0,0,0,0
105008791,1,0,1,0,0,0,0
105514639,1,0,1,0,0,0,0
106020640,1,0,1,0,0,0,0
106526658,1,0,1,0,0,0,0
107033640,1,0,1,0,0,0,0
107539781,1,0,1,0,0,0,0
108045651,1,0,1,0,0,0,0
108551641,1,0,1,0,0,0,0
109057641,1,0,1,0,0,0,0
109563654,1,0,1,0,0,0,0
110069777,1,0,1,0,0,0,0
110575700,1,0,1,0,0,0,0
111081926,1,0,1,0,0,0,0
111587639,1,0,1,0,0,0,0
112093642,1,0,1,0,0,0,0
112599826,1,0,1,0,0,0,0
113105640,1,0,1,0,0,0,0
113611686,1,0,1,0,0,0,0
114117639,1,0,1,0,0,0,0
114623639,1,0,1,0,0,0,0
115129825,1,0,1,0,0,0,0
115635905,1,0,1,0,0,0,0
116141658,1,0,1,0,0,0,0
116647784,1,0,1,0,0,0,0
117153659,1,0,1,0,0,0,0
117659796,1,0,1,0,0,0,0
118166639,1,0,1,0,0,0,0
118672639,1,0,1,0,0,0,0
119178650,1,0,1,0,0,0,0
119685026,1,0,1,0,0,0,0
120190779,1,0,1,0,0,0,0
120696728,1,0,1,0,0,0,0
121202773,1,0,1,0,0,0,0
121708650,1,0,1,0,0,0,0
122214639,1,0,1,0,0,0,0
122720849,1,0,1,0,0,0,0
123226640,1,0,1,0,0,0,0
123732658,1,0,1,0,0,0,0
124238682,1,0,1,0,0,0,0
124744661,1,0,1,0,0,0,0
125250860,1,0,1,0,0,0,0
125756674,1,0,1,0,0,0,0
126263658,1,0,1,0,0,0,0
126769659,1,0,1,0,0,0,0
127275689,1,0,1,0,0,0,0
127782640,1,0,1,0,0,0,0
128288827,1,0,1,0,0,0,0
128794799,1,0,1,0,0,0,0
129300658,1,0,1,0,0,0,0
129806658,1,0,1,0,0,0,0
130312659,1,0,1,0,0,0,0
130818668,1,0,1,0,0,0,0
131324658,1,0,1,0,0,0,0
131831786,1,0,1,0,0,0,0
132338650,1,0,1,0,0,0,0
132844640,1,0,1,0,0,0,0
133351653,1,0,1,0,0,0,0
133857641,1,0,1,0,0,0,0
134363640,1,0,1,0,0,0,0
134869803,1,0,1,0,0,0,0
135375657,1,0,1,0,0,0,0
135881640,1,0,1,0,0,0,0
136387640,1,0,1,0,0,0,0
136893640,1,0,1,0,0,0,0
137399716,1,0,1,0,0,0,0
137905660,1,0,1,0,0,0,0
138411640,1,0,1,0,0,0,0
138917640,1,0,1,0,0,0,0
139424060,1,0,1,0,0,0,0
139929659,1,0,1,0,0,0,0
140435640,1,0,1,0,0,0,0
140941641,1,0,1,0,0,0,0
141447640,1,0,1,0,0,0,0
141953649,1,0,1,0,0,0,0
142459640,1,0,1,0,0,0,0
142965640,1,0,1,0,0,0,0
143471791,1,0,1,0,0,0,0
143977640,1,0,1,0,0,0,0
144483641,1,0,1,0,0,0,0
144989640,1,0,1,0,0,0,0
145495640,1,0,1,0,0,0,0
146001888,1,0,1,0,0,0,0
146507660,1,0,1,0,0,0,0
147013640,1,0,1,0,0,0,0
147519639,1,0,1,0,0,0,0
148025640,1,0,1,0,0,0,0
148531640,1,0,1,0,0,0,0
149038666,1,0,1,0,0,0,0
149544648,1,0,1,0,0,0,0
150050640,1,0,1,0,0,0,0
150556640,1,0,1,0,0,0,0
151062776,1,0,1,0,0,0,0
151568650,1,0,1,0,0,0,0
152074640,1,0,1,0,0,0,0
152580639,1,0,1,0,0,0,0
153087094,1,0,1,0,0,0,0
153592775,1,0,1,0,0,0,0
154098650,1,0,1,0,0,0,0
154604723,1,0,1,0,0,0,0
155110641,1,0,1,0,0,0,0
155616649,1,0,1,0,0,0,0
156123021,1,0,1,0,0,0,0
156628650,1,0,1,0,0,0,0
157135640,1,0,1,0,0,0,0
157641639,1,0,1,0,0,0,0
158147689,1,0,1,0,0,0,0
158653789,1,0,1,0,0,0,0
159159641,1,0,1,0,0,0,0
159665657,1,0,1,0,0,0,0
160172208,1,0,1,0,0,0,0
160677640,1,0,1,0,0,0,0
161183793,1,0,1,0,0,0,0
161689642,1,0,1,0,0,0,0
162195643,1,0,1,0,0,0,0
162426836,1,0,1,0,0,0,0
162437745,1,0,1,0,0,0,0
162943655,1,0,1,0,0,0,0
163449641,1,0,1,0,0,0,0
163956721,1,0,1,0,0,0,0
164463138,1,0,1,0,0,0,0
164968649,1,0,1,0,0,0,0
165474639,1,0,1,0,0,0,0
165980640,1,0,1,0,0,0,0
166486654,1,0,1,0,0,0,0
166992640,1,0,1,0,0,0,0
167498651,1,0,1,0,0,0,0
168004658,1,0,1,0,0,0,0
168510639,1,0,1,0,0,0,0
169016639,1,0,1,0,0,0,0
169522639,1,0,1,0,0,0,0
170028651,1,0,1,0,0,0,0
170535129,1,0,1,0,0,0,0
171040639,1,0,1,0,0,0,0
171546641,1,0,1,0,0,0,0
172052639,1,0,1,0,0,0,0
172558666,1,0,1,0,0,0,0
173065157,1,0,1,0,0,0,0
173570640,1,0,1,0,0,0,0
174077849,1,0,1,0,0,0,0
174583640,1,0,1,0,0,0,0
175089674,1,0,1,0,0,0,0
175595640,1,0,1,0,0,0,0
176101641,1,0,1,0,0,0,0
176608825,1,0,1,0,0,0,0
177114640,1,0,1,0,0,0,0
177620640,1,0,1,0,0,0,0
178126639,1,0,1,0,0,0,0
178632640,1,0,1,0,0,0,0
179138788,1,0,1,0,0,0,0
179644660,1,0,1,0,0,0,0
180150639,1,0,1,0,0,0,0
180656641,1,0,1,0,0,0,0
181162640,1,0,1,0,0,0,0
181668807,1,0,1,0,0,0,0
182174640,1,0,1,0,0,0,0
182680638,1,0,1,0,0,0,0
183186639,1,0,1,0,0,0,0
183692921,1,0,1,0,0,0,0
184199098,1,0,1,0,0,0,0
184704639,1,0,1,0,0,0,0
