timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
70296234,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
70797657,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
71303642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
71809641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
72315644,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
72821641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
73327664,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
73833641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
74339661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
74845682,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
75351661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
75857660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
76363659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
76869914,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
77375659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
77881659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
78387660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
78893660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
79400028,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
79905662,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
80411659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
80917659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
81423659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
81930907,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82436641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82942659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
83448796,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
83954642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
84460641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
84967640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
85473640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
85979640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
86485641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
86991795,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
87497640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
88003642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
88509640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
89016906,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
89522777,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
90028651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
90325778,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
90831652,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
91339641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
91845643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
92351641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
92857643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
93363643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
93870641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
94376642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
94883641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
95390641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
95896642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
96402744,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
96908834,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
97414642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
97920641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
98427646,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
98933643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
99439665,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
99946643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
100452642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
100958801,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
101465672,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
101971679,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
102477659,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
102983660,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
103489659,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
103995687,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
104502639,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
105008793,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
105514641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
106020642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
106526660,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
107033642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
107539783,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
108045653,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
108551643,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
109057642,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
109563656,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
110069779,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
110575702,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
111081927,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
111587641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
112093644,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
112599828,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
113105641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
113611688,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
114117641,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
