timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
24290941,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24730823,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
25236651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
25742773,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
26248662,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
26754689,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
27261387,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
27326652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
27833134,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
28338720,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
28844669,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
29350784,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
29856664,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
30362650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
30868663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
31374661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
31880901,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
32386651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
32893651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
33399653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
33905651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
34411825,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
34917669,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
35424037,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
35929794,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36435651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36941784,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37447650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37953651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38459652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38965652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39471809,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39977650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40484676,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40990651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
41496652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42002666,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42508675,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43015038,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43520669,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44026852,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44532654,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45038654,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45544651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46050675,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46556674,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46699671,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47205651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47711784,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48217650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48723652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49229660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49735668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50242700,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50748703,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51254651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51760653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52266959,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52772673,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
53278661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
53785669,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
54292896,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
54798653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
55304653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
55810651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
56316733,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
56823223,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
57328661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
57834653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
