timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
24290939,1,0,1,0,0,0,0
24730821,1,0,1,0,0,0,0
25236649,1,0,1,0,0,0,0
25742771,1,0,1,0,0,0,0
26248660,1,0,1,0,0,0,0
26754687,1,0,1,0,0,0,0
27261386,1,0,1,0,0,0,0
27326651,1,0,1,0,0,0,0
27833132,1,0,1,0,0,0,0
28338719,1,0,1,0,0,0,0
28844667,1,0,1,0,0,0,0
29350782,1,0,1,0,0,0,0
29856663,1,0,1,0,0,0,0
30362648,1,0,1,0,0,0,0
30868661,1,0,1,0,0,0,0
31374659,1,0,1,0,0,0,0
31880899,1,0,1,0,0,0,0
32386650,1,0,1,0,0,0,0
32893649,1,0,1,0,0,0,0
33399652,1,0,1,0,0,0,0
33905648,1,0,1,0,0,0,0
34411823,1,0,1,0,0,0,0
34917668,1,0,1,0,0,0,0
35424035,1,0,1,0,0,0,0
35929792,1,0,1,0,0,0,0
36435649,1,0,1,0,0,0,0
36941783,1,0,1,0,0,0,0
37447648,1,0,1,0,0,0,0
37953649,1,0,1,0,0,0,0
38459650,1,0,1,0,0,0,0
38965650,1,0,1,0,0,0,0
39471807,1,0,1,0,0,0,0
39977649,1,0,1,0,0,0,0
40484674,1,0,1,0,0,0,0
40990649,1,0,1,0,0,0,0
41496650,1,0,1,0,0,0,0
42002664,1,0,1,0,0,0,0
42508673,1,0,1,0,0,0,0
43015037,1,0,1,0,0,0,0
43520668,1,0,1,0,0,0,0
44026850,1,0,1,0,0,0,0
44532652,1,0,1,0,0,0,0
45038651,1,0,1,0,0,0,0
45544650,1,0,1,0,0,0,0
46050673,1,0,1,0,0,0,0
46556672,1,0,1,0,0,0,0
46699669,1,0,1,0,0,0,0
47205649,1,0,1,0,0,0,0
47711783,1,0,1,0,0,0,0
48217649,1,0,1,0,0,0,0
48723650,1,0,1,0,0,0,0
49229658,1,0,1,0,0,0,0
49735667,1,0,1,0,0,0,0
50242699,1,0,1,0,0,0,0
50748702,1,0,1,0,0,0,0
51254649,1,0,1,0,0,0,0
51760651,1,0,1,0,0,0,0
52266957,1,0,1,0,0,0,0
52772671,1,0,1,0,0,0,0
53278659,1,0,1,0,0,0,0
53785668,1,0,1,0,0,0,0
54292894,1,0,1,0,0,0,0
54798651,1,0,1,0,0,0,0
55304651,1,0,1,0,0,0,0
55810650,1,0,1,0,0,0,0
56316731,1,0,1,0,0,0,0
56823222,1,0,1,0,0,0,0
57328659,1,0,1,0,0,0,0
57834651,1,0,1,0,0,0,0
58340668,1,0,1,0,0,0,0
58846666,1,0,1,0,0,0,0
59352782,1,0,1,0,0,0,0
59858661,1,0,1,0,0,0,0
60364650,1,0,1,0,0,0,0
60870706,1,0,1,0,0,0,0
61376649,1,0,1,0,0,0,0
61883082,1,0,1,0,0,0,0
62389161,1,0,1,0,0,0,0
62894649,1,0,1,0,0,0,0
63400650,1,0,1,0,0,0,0
63906662,1,0,1,0,0,0,0
64412937,1,0,1,0,0,0,0
64918658,1,0,1,0,0,0,0
65424650,1,0,1,0,0,0,0
65930649,1,0,1,0,0,0,0
66437542,1,0,1,0,0,0,0
66942953,1,0,1,0,0,0,0
67448660,1,0,1,0,0,0,0
67954651,1,0,1,0,0,0,0
68460650,1,0,1,0,0,0,0
68966650,1,0,1,0,0,0,0
69472798,1,0,1,0,0,0,0
69978679,1,0,1,0,0,0,0
70485649,1,0,1,0,0,0,0
70991650,1,0,1,0,0,0,0
71497649,1,0,1,0,0,0,0
72003831,1,0,1,0,0,0,0
72509650,1,0,1,0,0,0,0
73015670,1,0,1,0,0,0,0
73521664,1,0,1,0,0,0,0
74028261,1,0,1,0,0,0,0
74533803,1,0,1,0,0,0,0
75039671,1,0,1,0,0,0,0
75545650,1,0,1,0,0,0,0
76051861,1,0,1,0,0,0,0
76557652,1,0,1,0,0,0,0
77063819,1,0,1,0,0,0,0
77569657,1,0,1,0,0,0,0
78075650,1,0,1,0,0,0,0
78581650,1,0,1,0,0,0,0
79087702,1,0,1,0,0,0,0
79594529,1,0,1,0,0,0,0
