timestamp,load,ram_usage
24360513,0.22572231,0.29099524
24860516,0.3126793,0.35820746
25360514,0.25581425,0.35820746
25860516,0.24261403,0.35820746
26360514,0.24187052,0.35820746
26860561,0.24338871,0.35820746
27360536,0.24400848,0.35820746
27860514,0.2423237,0.35820746
28360514,0.2433213,0.35820746
28860514,0.24343652,0.35820746
29360514,0.24177748,0.35820746
29860516,0.24212682,0.35820746
30360514,0.24339944,0.35820746
30860514,0.2434811,0.35820746
31360528,0.24230653,0.35820746
31860514,0.24185634,0.35820746
32360528,0.24452007,0.35820746
32860529,0.24361736,0.35820746
33360643,0.24186373,0.35820746
33860756,0.2415747,0.35820746
34360515,0.2427172,0.35820746
34860514,0.24418545,0.35820746
35360516,0.24271518,0.35820746
35860514,0.24365145,0.35820746
36360514,0.24146044,0.35820746
36860656,0.24357355,0.35820746
37360515,0.24321312,0.35820746
37860514,0.24369663,0.35820746
38360514,0.2419514,0.35820746
38860541,0.24327081,0.35820746
39360515,0.2426452,0.35820746
39860515,0.24288476,0.35820746
40360514,0.2415402,0.35820746
40860515,0.24447209,0.35820746
41360514,0.24230438,0.35820746
41860515,0.24340141,0.35820746
42360534,0.24326718,0.35820746
42860515,0.24398315,0.35820746
43360514,0.2422272,0.35820746
43860515,0.2428528,0.35820746
44360514,0.24181634,0.35820746
44860514,0.24465716,0.35820746
45360514,0.24271774,0.35820746
45860514,0.24436712,0.35820746
46360514,0.24158406,0.35820746
46860514,0.24415606,0.35820746
47360514,0.24189049,0.35820746
47860514,0.24402755,0.35820746
48360514,0.24137956,0.35820746
48860532,0.24503368,0.35820746
49360535,0.24255759,0.35820746
49860612,0.24355805,0.35820746
50360966,0.24296248,0.35820746
50860603,0.24397361,0.35820746
51360514,0.24273223,0.35820746
51860515,0.24309826,0.35820746
52360515,0.2426303,0.35820746
52860708,0.24320346,0.35820746
53360514,0.24260014,0.35820746
53860514,0.24418133,0.35820746
54360514,0.24137878,0.35820746
54860531,0.24275118,0.35820746
55360514,0.24213177,0.35820746
55860515,0.24323869,0.35820746
56360514,0.24370992,0.35820746
56860571,0.24301839,0.35820746
