timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
114020924,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
114531682,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
114795803,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
115301720,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
115808072,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
116313659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
116819651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
117325800,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
117831668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
118337648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
118843674,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
119349936,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
119855800,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
120361819,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
120867698,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
121373648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
121879648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
122385824,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
122891670,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
123397651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
123903650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
124409685,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
124916243,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
125421647,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
125927649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
126433648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
126939893,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
127445780,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
127951658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
128457667,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
128963688,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
129469786,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
129975903,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
130481667,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
130987664,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
131493678,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
132000658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
132506650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
133012648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
133365962,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
133871704,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
134377680,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
134883658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
135389650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
135895810,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
136401674,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
136907650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
137413650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
137919649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
138425803,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
138931889,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
139437698,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
139943649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
140449650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
140955785,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
141461651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
141967650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
142473649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
142979649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
143485816,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
143991670,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
144497750,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
145003659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
145510675,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
146016649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
146522649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
147028649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
147534650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
148040661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
148546658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
149052650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
149558649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
150065605,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
150571659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
151077649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
151583650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
152089776,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
152596750,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
153102649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
153608650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
154115207,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
154620921,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
154928945,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
155434670,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
155941658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
156447649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
156953650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
157459782,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
157966881,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
158472668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
158978649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
159484731,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
159990652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
160496651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
161002722,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
161508649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
162014652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
162520660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
163026697,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
163532649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
164038663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
164546204,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
165051649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
165557810,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
166063664,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
166569682,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
167075668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
167581743,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
168087668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
168593651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
169099650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
169605650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
170112006,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
170617649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
171123650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
171629649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
172135855,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
172641650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
173147649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
173653649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
174159650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
174665668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
175171658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
175677926,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
176183648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
176689657,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
177195680,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
177701649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
178207650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
178713653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
179219649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
179726191,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
180231663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
180737663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
181243648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
181749650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
182255651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
182761658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
183267663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
183773649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
184226205,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
184731662,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
185238668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
185745027,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
186250650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
186756790,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
187262649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
187768654,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
188274663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
188780650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
189286657,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
189792650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
190298652,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
190805794,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
191311670,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
191817685,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
192323648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
192829733,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
193335784,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
193841650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
194348649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
194854649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
195360661,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
195866692,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
196372649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
196878650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
197384649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
197891338,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
198276405,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
198781671,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
199287651,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
199793653,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
200299650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
200805782,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
201311664,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
201817649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
202323649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
202829649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
203335785,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
203841650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
204347649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
204853648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
205359668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
205865802,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
206372111,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
