timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
78108103,1,0,1,0,0,0,0
78616708,1,0,1,0,0,0,0
79122817,1,0,1,0,0,0,0
79628666,1,0,1,0,0,0,0
80134646,1,0,1,0,0,0,0
80640647,1,0,1,0,0,0,0
81146646,1,0,1,0,0,0,0
81652877,1,0,1,0,0,0,0
82158707,1,0,1,0,0,0,0
82664648,1,0,1,0,0,0,0
82973505,1,0,1,0,0,0,0
82983956,1,0,1,0,0,0,0
83104799,1,0,1,0,0,0,0
83116290,1,0,1,0,0,0,0
83621747,1,0,1,0,0,0,0
84127647,1,0,1,0,0,0,0
84633647,1,0,1,0,0,0,0
85139655,1,0,1,0,0,0,0
85645779,1,0,1,0,0,0,0
86151647,1,0,1,0,0,0,0
86657646,1,0,1,0,0,0,0
87163648,1,0,1,0,0,0,0
87669839,1,0,1,0,0,0,0
88175916,1,0,1,0,0,0,0
88681653,1,0,1,0,0,0,0
89187647,1,0,1,0,0,0,0
89693646,1,0,1,0,0,0,0
90199647,1,0,1,0,0,0,0
90705779,1,0,1,0,0,0,0
91211646,1,0,1,0,0,0,0
91718660,1,0,1,0,0,0,0
92224647,1,0,1,0,0,0,0
92247151,1,0,1,0,0,0,0
92686918,1,0,1,0,0,0,0
93192657,1,0,1,0,0,0,0
93698647,1,0,1,0,0,0,0
94204646,1,0,1,0,0,0,0
94710646,1,0,1,0,0,0,0
95217126,1,0,1,0,0,0,0
95722675,1,0,1,0,0,0,0
96228791,1,0,1,0,0,0,0
96734646,1,0,1,0,0,0,0
97240665,1,0,1,0,0,0,0
97746831,1,0,1,0,0,0,0
98252656,1,0,1,0,0,0,0
98758647,1,0,1,0,0,0,0
99264677,1,0,1,0,0,0,0
99770798,1,0,1,0,0,0,0
100276943,1,0,1,0,0,0,0
100782658,1,0,1,0,0,0,0
101288644,1,0,1,0,0,0,0
101794647,1,0,1,0,0,0,0
102300646,1,0,1,0,0,0,0
102806778,1,0,1,0,0,0,0
103312657,1,0,1,0,0,0,0
103818647,1,0,1,0,0,0,0
104325128,1,0,1,0,0,0,0
104830647,1,0,1,0,0,0,0
105336796,1,0,1,0,0,0,0
105842657,1,0,1,0,0,0,0
106348646,1,0,1,0,0,0,0
106854666,1,0,1,0,0,0,0
106987510,1,0,1,0,0,0,0
107492675,1,0,1,0,0,0,0
107999647,1,0,1,0,0,0,0
108505646,1,0,1,0,0,0,0
109011646,1,0,1,0,0,0,0
109518819,1,0,1,0,0,0,0
110024659,1,0,1,0,0,0,0
110530647,1,0,1,0,0,0,0
110882806,1,0,1,0,0,0,0
111388647,1,0,1,0,0,0,0
111894720,1,0,1,0,0,0,0
112401666,1,0,1,0,0,0,0
112907790,1,0,1,0,0,0,0
113413647,1,0,1,0,0,0,0
113919679,1,0,1,0,0,0,0
114425647,1,0,1,0,0,0,0
114931722,1,0,1,0,0,0,0
115437647,1,0,1,0,0,0,0
115944647,1,0,1,0,0,0,0
116450665,1,0,1,0,0,0,0
116956694,1,0,1,0,0,0,0
117463647,1,0,1,0,0,0,0
117969649,1,0,1,0,0,0,0
118475797,1,0,1,0,0,0,0
118981647,1,0,1,0,0,0,0
119487647,1,0,1,0,0,0,0
119993647,1,0,1,0,0,0,0
120499647,1,0,1,0,0,0,0
121005714,1,0,1,0,0,0,0
121511665,1,0,1,0,0,0,0
122017667,1,0,1,0,0,0,0
122523665,1,0,1,0,0,0,0
123030253,1,0,1,0,0,0,0
123535647,1,0,1,0,0,0,0
124041647,1,0,1,0,0,0,0
124547648,1,0,1,0,0,0,0
125053662,1,0,1,0,0,0,0
125559682,1,0,1,0,0,0,0
126066649,1,0,1,0,0,0,0
126572840,1,0,1,0,0,0,0
127078737,1,0,1,0,0,0,0
127584647,1,0,1,0,0,0,0
128090646,1,0,1,0,0,0,0
128596647,1,0,1,0,0,0,0
129102808,1,0,1,0,0,0,0
129608768,1,0,1,0,0,0,0
130114665,1,0,1,0,0,0,0
130620666,1,0,1,0,0,0,0
131126646,1,0,1,0,0,0,0
131632792,1,0,1,0,0,0,0
132138647,1,0,1,0,0,0,0
132644726,1,0,1,0,0,0,0
133150648,1,0,1,0,0,0,0
133656647,1,0,1,0,0,0,0
134163215,1,0,1,0,0,0,0
134668664,1,0,1,0,0,0,0
135174649,1,0,1,0,0,0,0
135680649,1,0,1,0,0,0,0
136186748,1,0,1,0,0,0,0
136692785,1,0,1,0,0,0,0
137199649,1,0,1,0,0,0,0
137705647,1,0,1,0,0,0,0
138211648,1,0,1,0,0,0,0
138717646,1,0,1,0,0,0,0
139223647,1,0,1,0,0,0,0
139729647,1,0,1,0,0,0,0
140235648,1,0,1,0,0,0,0
140741669,1,0,1,0,0,0,0
141247648,1,0,1,0,0,0,0
141753648,1,0,1,0,0,0,0
142259646,1,0,1,0,0,0,0
142765649,1,0,1,0,0,0,0
143273812,1,0,1,0,0,0,0
143779648,1,0,1,0,0,0,0
144285647,1,0,1,0,0,0,0
144791655,1,0,1,0,0,0,0
145297647,1,0,1,0,0,0,0
145803795,1,0,1,0,0,0,0
146309665,1,0,1,0,0,0,0
146816041,1,0,1,0,0,0,0
146915882,1,0,1,0,0,0,0
147421647,1,0,1,0,0,0,0
147927649,1,0,1,0,0,0,0
148433725,1,0,1,0,0,0,0
148939647,1,0,1,0,0,0,0
149446713,1,0,1,0,0,0,0
149952658,1,0,1,0,0,0,0
150458648,1,0,1,0,0,0,0
