timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
78108105,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
78616710,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
79122819,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
79628668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
80134648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
80640648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
81146648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
81652879,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82158708,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82664649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82973507,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
82983958,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
83104800,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
83116292,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
83621749,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
84127649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
84633649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
85139657,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
85645780,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
86151648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
86657648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
87163650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
87669841,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
88175918,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
88681655,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
89187648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
89693648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
90199649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
90705780,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
91211648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
91718662,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
92224648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
92247152,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
92686920,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
93192658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
93698649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
94204648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
94710648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
95217128,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
95722676,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
96228793,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
96734648,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
97240667,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
97746832,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
98252658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
