timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
72083408,72082682,31.18527905128938,117.19766826804039,42.8033,40.6088,43.86576,43.86576,1.2,0.92600006,42.749344,1,1,1,3,3,0,0
72094510,72093960,31.185267831664618,117.19766596241286,42.845665,40.651165,-1.3719406,42.49382,0.6937052,0.64455664,42.76118,1,1,2,4,3,0,0
72281965,72281215,31.185261479842136,117.19765892528021,42.81414,40.61965,-1.3719406,42.49382,0.4539144,0.44496816,42.756905,1,1,2,4,3,0,0
72478895,72478325,31.18525689921317,117.19765547216294,42.80115,40.606663,-1.3719406,42.49382,0.40254977,0.39644763,42.74021,1,1,2,4,3,0,0
72686054,72685291,31.185253357288005,117.19765367173744,42.801426,40.606937,-1.3719406,42.49382,0.311979,0.31504497,42.721195,1,1,2,4,3,0,0
72882984,72882401,31.18525069737389,117.19765291755844,42.80619,40.611713,-1.3719406,42.49382,0.29734156,0.29971656,42.7139,1,1,2,4,3,0,0
73080297,73079511,31.18524846983939,117.1976530948222,42.804096,40.609627,-1.3719406,42.49382,0.2559658,0.26095545,42.67952,1,1,2,4,3,0,0
73277175,73276622,31.18524653833746,117.19765352414164,42.789585,40.595116,-1.3719406,42.49382,0.25169784,0.25488514,42.665493,1,1,2,4,3,0,0
73484386,73483588,31.185244790810817,117.19765377419911,42.776474,40.581993,-1.3719406,42.49382,0.22683813,0.23158546,42.642616,1,1,2,4,3,0,0
73681435,73680699,31.185243470796397,117.19765424311979,42.746475,40.552006,-1.3719406,42.49382,0.21700461,0.22157364,42.631546,1,1,2,4,3,0,0
73888233,73887664,31.185242284528837,117.197654977708,42.712093,40.51762,-1.3719406,42.49382,0.22007447,0.22089036,42.61816,1,1,2,4,3,0,0
74085511,74084775,31.18524110890555,117.19765556228012,42.706608,40.512135,-1.3719406,42.49382,0.20346732,0.20687218,42.58547,1,1,2,4,3,0,0
74282838,74281885,31.185239954251546,117.19765583086895,42.700993,40.50651,-1.3719406,42.49382,0.19843219,0.20142327,42.579426,1,1,2,4,3,0,0
74479551,74478996,31.185238884682416,117.19765580512392,42.69189,40.49741,-1.3719406,42.49382,0.20367016,0.2026574,42.588005,1,1,2,4,3,0,0
74676662,74676106,31.185237965541013,117.19765590661197,42.663757,40.469276,-1.3719406,42.49382,0.2000379,0.19853656,42.553383,1,1,2,4,3,0,0
74883612,74883073,31.185237105796865,117.19765626129268,42.630054,40.43557,-1.3719406,42.49382,0.19787319,0.19521394,42.51514,1,1,2,4,3,0,0
75081022,75080183,31.185236394567394,117.19765655581911,42.611935,40.417442,-1.3719406,42.49382,0.18643278,0.18682341,42.522102,1,1,2,4,3,0,0
75287693,75287149,31.185235692082472,117.19765653664153,42.59238,40.397877,-1.3719406,42.49382,0.18524416,0.18463562,42.485474,1,1,2,4,3,0,0
75484997,75484260,31.185235127266512,117.1976569864076,42.559547,40.365036,-1.3719406,42.49382,0.18361512,0.18259451,42.45211,1,1,2,4,3,0,0
75682138,75681370,31.18523478935112,117.19765744774382,42.549328,40.354816,-1.3719406,42.49382,0.18225028,0.1806029,42.450714,1,1,2,4,3,0,0
75879025,75878481,31.185234406577973,117.19765769091997,42.526825,40.332325,-1.3719406,42.49382,0.18944317,0.18388218,42.42575,1,1,2,4,3,0,0
76086274,76085450,31.185233571711432,117.19765781133671,42.4868,40.29231,-1.3719406,42.49382,0.18075536,0.17795269,42.392803,1,1,2,4,3,0,0
76283479,76282558,31.185232773921484,117.19765763292806,42.412983,40.21849,-1.3719406,42.49382,0.17989391,0.17681515,42.308517,1,1,2,4,3,0,0
76480513,76479668,31.18523256235551,117.197657735029,42.356827,40.162334,-1.3719406,42.49382,0.17910044,0.17563309,42.28501,1,1,2,4,3,0,0
76687368,76686636,31.18523311619806,117.1976582776647,42.284794,40.09031,-1.3719406,42.49382,0.1792415,0.17525786,42.19256,1,1,2,4,3,0,0
76884340,76883745,31.185233582223994,117.19765918089516,42.24607,40.051575,-1.3719406,42.49382,0.18654233,0.17867626,42.162113,1,1,2,4,3,0,0
77081596,77080856,31.185232535679777,117.19766009275044,42.2352,40.040703,-1.3719406,42.49382,0.17816226,0.17374049,42.108906,1,1,2,4,3,0,0
77278708,77277966,31.18523023373154,117.19766051734774,42.265293,40.070786,-1.3719406,42.49382,0.17784306,0.17326824,42.169373,1,1,2,4,3,0,0
77485679,77484932,31.185227386351457,117.19766025858608,42.30252,40.108013,-1.3719406,42.49382,0.17824493,0.17305012,42.148876,1,1,2,4,3,0,0
77682810,77682043,31.18522544050659,117.19765976305221,42.266315,40.0718,-1.3719406,42.49382,0.18537119,0.17654562,42.204666,1,1,2,4,3,0,0
77879741,77879154,31.185224764631364,117.19765892458828,42.2224,40.027874,-1.3719406,42.49382,0.18583533,0.17644422,42.14732,1,1,2,4,3,0,0
