timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
34540906,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35049670,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35214796,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
35720659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36226776,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
36733659,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37240641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
37747641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38253641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
38352808,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38770773,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39277642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
39783641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40289642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40795680,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
41302668,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
41809130,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42314640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
42820779,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43327641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
43833650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44340152,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
44845650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45351776,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
45857640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46363641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
46870641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47376641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
47883640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48389642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
48895663,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49401739,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
49907641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50413658,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
50919643,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51425696,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
51931642,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52437640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52943640,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
