timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
34540904,1,0,1,0,0,0,0
35049668,1,0,1,0,0,0,0
35214794,1,0,1,0,0,0,0
35720658,1,0,1,0,0,0,0
36226774,1,0,1,0,0,0,0
36733657,1,0,1,0,0,0,0
37240639,1,0,1,0,0,0,0
37747640,1,0,1,0,0,0,0
38253639,1,0,1,0,0,0,0
38352806,1,0,1,0,0,0,0
38770771,1,0,1,0,0,0,0
39277640,1,0,1,0,0,0,0
39783639,1,0,1,0,0,0,0
40289640,1,0,1,0,0,0,0
40795678,1,0,1,0,0,0,0
41302666,1,0,1,0,0,0,0
41809128,1,0,1,0,0,0,0
42314639,1,0,1,0,0,0,0
42820777,1,0,1,0,0,0,0
43327639,1,0,1,0,0,0,0
43833648,1,0,1,0,0,0,0
44340150,1,0,1,0,0,0,0
44845649,1,0,1,0,0,0,0
45351774,1,0,1,0,0,0,0
45857638,1,0,1,0,0,0,0
46363639,1,0,1,0,0,0,0
46870639,1,0,1,0,0,0,0
47376640,1,0,1,0,0,0,0
47883639,1,0,1,0,0,0,0
48389640,1,0,1,0,0,0,0
48895661,1,0,1,0,0,0,0
49401737,1,0,1,0,0,0,0
49907639,1,0,1,0,0,0,0
50413657,1,0,1,0,0,0,0
50919641,1,0,1,0,0,0,0
51425694,1,0,1,0,0,0,0
51931640,1,0,1,0,0,0,0
52437639,1,0,1,0,0,0,0
52943638,1,0,1,0,0,0,0
53449640,1,0,1,0,0,0,0
53955685,1,0,1,0,0,0,0
54462639,1,0,1,0,0,0,0
54968639,1,0,1,0,0,0,0
55474639,1,0,1,0,0,0,0
55981152,1,0,1,0,0,0,0
56486641,1,0,1,0,0,0,0
56992639,1,0,1,0,0,0,0
57499653,1,0,1,0,0,0,0
58005650,1,0,1,0,0,0,0
58511650,1,0,1,0,0,0,0
59018639,1,0,1,0,0,0,0
59524825,1,0,1,0,0,0,0
60030639,1,0,1,0,0,0,0
60536969,1,0,1,0,0,0,0
61042638,1,0,1,0,0,0,0
61548645,1,0,1,0,0,0,0
62054775,1,0,1,0,0,0,0
62560639,1,0,1,0,0,0,0
63066950,1,0,1,0,0,0,0
63573643,1,0,1,0,0,0,0
64079948,1,0,1,0,0,0,0
64586639,1,0,1,0,0,0,0
65092639,1,0,1,0,0,0,0
65598662,1,0,1,0,0,0,0
66104776,1,0,1,0,0,0,0
66611639,1,0,1,0,0,0,0
67117658,1,0,1,0,0,0,0
67623639,1,0,1,0,0,0,0
68129639,1,0,1,0,0,0,0
68635834,1,0,1,0,0,0,0
69141639,1,0,1,0,0,0,0
69647639,1,0,1,0,0,0,0
70153649,1,0,1,0,0,0,0
70659640,1,0,1,0,0,0,0
71165649,1,0,1,0,0,0,0
71672667,1,0,1,0,0,0,0
72178639,1,0,1,0,0,0,0
72684639,1,0,1,0,0,0,0
73190964,1,0,1,0,0,0,0
73696639,1,0,1,0,0,0,0
74202639,1,0,1,0,0,0,0
74709640,1,0,1,0,0,0,0
75215834,1,0,1,0,0,0,0
75721653,1,0,1,0,0,0,0
76227640,1,0,1,0,0,0,0
76733807,1,0,1,0,0,0,0
77239641,1,0,1,0,0,0,0
77745789,1,0,1,0,0,0,0
78251640,1,0,1,0,0,0,0
78757639,1,0,1,0,0,0,0
79263656,1,0,1,0,0,0,0
79769640,1,0,1,0,0,0,0
80276920,1,0,1,0,0,0,0
80782643,1,0,1,0,0,0,0
81288640,1,0,1,0,0,0,0
81794664,1,0,1,0,0,0,0
82300640,1,0,1,0,0,0,0
82543093,1,0,1,0,0,0,0
82553947,1,0,1,0,0,0,0
83059639,1,0,1,0,0,0,0
83565649,1,0,1,0,0,0,0
84071639,1,0,1,0,0,0,0
84577641,1,0,1,0,0,0,0
85084470,1,0,1,0,0,0,0
85589640,1,0,1,0,0,0,0
86096660,1,0,1,0,0,0,0
86602639,1,0,1,0,0,0,0
87108653,1,0,1,0,0,0,0
87614829,1,0,1,0,0,0,0
88120639,1,0,1,0,0,0,0
88626693,1,0,1,0,0,0,0
89132641,1,0,1,0,0,0,0
89638639,1,0,1,0,0,0,0
90144894,1,0,1,0,0,0,0
90651657,1,0,1,0,0,0,0
91157640,1,0,1,0,0,0,0
91663639,1,0,1,0,0,0,0
92170639,1,0,1,0,0,0,0
92676639,1,0,1,0,0,0,0
93182675,1,0,1,0,0,0,0
93688640,1,0,1,0,0,0,0
94194640,1,0,1,0,0,0,0
94700641,1,0,1,0,0,0,0
95207642,1,0,1,0,0,0,0
95713640,1,0,1,0,0,0,0
96219639,1,0,1,0,0,0,0
96725784,1,0,1,0,0,0,0
97231846,1,0,1,0,0,0,0
97737651,1,0,1,0,0,0,0
98243654,1,0,1,0,0,0,0
98750641,1,0,1,0,0,0,0
99256655,1,0,1,0,0,0,0
99762639,1,0,1,0,0,0,0
100268755,1,0,1,0,0,0,0
100774663,1,0,1,0,0,0,0
101280639,1,0,1,0,0,0,0
101786639,1,0,1,0,0,0,0
102293639,1,0,1,0,0,0,0
102799642,1,0,1,0,0,0,0
103305653,1,0,1,0,0,0,0
103811639,1,0,1,0,0,0,0
104317639,1,0,1,0,0,0,0
104823661,1,0,1,0,0,0,0
105329639,1,0,1,0,0,0,0
105835735,1,0,1,0,0,0,0
106341639,1,0,1,0,0,0,0
106847649,1,0,1,0,0,0,0
107353639,1,0,1,0,0,0,0
107859641,1,0,1,0,0,0,0
108365648,1,0,1,0,0,0,0
108872732,1,0,1,0,0,0,0
109378644,1,0,1,0,0,0,0
109884639,1,0,1,0,0,0,0
110390640,1,0,1,0,0,0,0
110533790,1,0,1,0,0,0,0
110611287,1,0,1,0,0,0,0
110699006,1,0,1,0,0,0,0
110709777,1,0,1,0,0,0,0
111215678,1,0,1,0,0,0,0
111721640,1,0,1,0,0,0,0
112227639,1,0,1,0,0,0,0
112735669,1,0,1,0,0,0,0
113153813,1,0,1,0,0,0,0
113165151,1,0,1,0,0,0,0
113395828,1,0,1,0,0,0,0
113406837,1,0,1,0,0,0,0
113439800,1,0,1,0,0,0,0
113450996,1,0,1,0,0,0,0
113956658,1,0,1,0,0,0,0
114462658,1,0,1,0,0,0,0
114968660,1,0,1,0,0,0,0
115474956,1,0,1,0,0,0,0
115980795,1,0,1,0,0,0,0
116486659,1,0,1,0,0,0,0
116992672,1,0,1,0,0,0,0
117498671,1,0,1,0,0,0,0
118004660,1,0,1,0,0,0,0
118510814,1,0,1,0,0,0,0
119017141,1,0,1,0,0,0,0
119522671,1,0,1,0,0,0,0
119688349,1,0,1,0,0,0,0
119698821,1,0,1,0,0,0,0
120204700,1,0,1,0,0,0,0
