timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
82028181,1,0,1,0,0,0,0
82536680,1,0,1,0,0,0,0
82569955,1,0,1,0,0,0,0
83075693,1,0,1,0,0,0,0
83581685,1,0,1,0,0,0,0
84087690,1,0,1,0,0,0,0
84593730,1,0,1,0,0,0,0
85099854,1,0,1,0,0,0,0
85605692,1,0,1,0,0,0,0
86111685,1,0,1,0,0,0,0
86617685,1,0,1,0,0,0,0
87124443,1,0,1,0,0,0,0
87629822,1,0,1,0,0,0,0
88135715,1,0,1,0,0,0,0
88641683,1,0,1,0,0,0,0
89147710,1,0,1,0,0,0,0
89653703,1,0,1,0,0,0,0
90159882,1,0,1,0,0,0,0
90665719,1,0,1,0,0,0,0
91171684,1,0,1,0,0,0,0
91677685,1,0,1,0,0,0,0
92183683,1,0,1,0,0,0,0
92690803,1,0,1,0,0,0,0
93196687,1,0,1,0,0,0,0
93702685,1,0,1,0,0,0,0
94208684,1,0,1,0,0,0,0
94472686,1,0,1,0,0,0,0
94978684,1,0,1,0,0,0,0
95484683,1,0,1,0,0,0,0
95990863,1,0,1,0,0,0,0
96496682,1,0,1,0,0,0,0
97002686,1,0,1,0,0,0,0
97508684,1,0,1,0,0,0,0
98014684,1,0,1,0,0,0,0
98520820,1,0,1,0,0,0,0
99026689,1,0,1,0,0,0,0
99532851,1,0,1,0,0,0,0
100038703,1,0,1,0,0,0,0
100544697,1,0,1,0,0,0,0
101050905,1,0,1,0,0,0,0
101556682,1,0,1,0,0,0,0
102062683,1,0,1,0,0,0,0
102568684,1,0,1,0,0,0,0
103074684,1,0,1,0,0,0,0
103580837,1,0,1,0,0,0,0
104086683,1,0,1,0,0,0,0
104592714,1,0,1,0,0,0,0
105098720,1,0,1,0,0,0,0
105604686,1,0,1,0,0,0,0
106110848,1,0,1,0,0,0,0
106616684,1,0,1,0,0,0,0
107122682,1,0,1,0,0,0,0
107628685,1,0,1,0,0,0,0
108135705,1,0,1,0,0,0,0
108641852,1,0,1,0,0,0,0
109147683,1,0,1,0,0,0,0
109654685,1,0,1,0,0,0,0
110160742,1,0,1,0,0,0,0
110666684,1,0,1,0,0,0,0
111173855,1,0,1,0,0,0,0
111679702,1,0,1,0,0,0,0
112186316,1,0,1,0,0,0,0
112691705,1,0,1,0,0,0,0
113197695,1,0,1,0,0,0,0
113703823,1,0,1,0,0,0,0
114209683,1,0,1,0,0,0,0
114715694,1,0,1,0,0,0,0
115221683,1,0,1,0,0,0,0
115727683,1,0,1,0,0,0,0
116235140,1,0,1,0,0,0,0
116740683,1,0,1,0,0,0,0
117246685,1,0,1,0,0,0,0
117753821,1,0,1,0,0,0,0
118259684,1,0,1,0,0,0,0
118765693,1,0,1,0,0,0,0
119273131,1,0,1,0,0,0,0
119778777,1,0,1,0,0,0,0
120284824,1,0,1,0,0,0,0
120790702,1,0,1,0,0,0,0
121296738,1,0,1,0,0,0,0
121802703,1,0,1,0,0,0,0
122308683,1,0,1,0,0,0,0
122814828,1,0,1,0,0,0,0
123320684,1,0,1,0,0,0,0
123826683,1,0,1,0,0,0,0
124333080,1,0,1,0,0,0,0
124838951,1,0,1,0,0,0,0
125345139,1,0,1,0,0,0,0
125850682,1,0,1,0,0,0,0
126356708,1,0,1,0,0,0,0
126862702,1,0,1,0,0,0,0
127369685,1,0,1,0,0,0,0
127875836,1,0,1,0,0,0,0
128382054,1,0,1,0,0,0,0
128887684,1,0,1,0,0,0,0
129393861,1,0,1,0,0,0,0
129899685,1,0,1,0,0,0,0
130406821,1,0,1,0,0,0,0
130912683,1,0,1,0,0,0,0
131418684,1,0,1,0,0,0,0
131925717,1,0,1,0,0,0,0
132431684,1,0,1,0,0,0,0
132937696,1,0,1,0,0,0,0
133444703,1,0,1,0,0,0,0
133950697,1,0,1,0,0,0,0
134456683,1,0,1,0,0,0,0
134962988,1,0,1,0,0,0,0
135468683,1,0,1,0,0,0,0
135974720,1,0,1,0,0,0,0
136481684,1,0,1,0,0,0,0
136987824,1,0,1,0,0,0,0
137493686,1,0,1,0,0,0,0
137999686,1,0,1,0,0,0,0
138505695,1,0,1,0,0,0,0
139011935,1,0,1,0,0,0,0
139517842,1,0,1,0,0,0,0
140023741,1,0,1,0,0,0,0
140529684,1,0,1,0,0,0,0
141035708,1,0,1,0,0,0,0
141541768,1,0,1,0,0,0,0
142047858,1,0,1,0,0,0,0
142553683,1,0,1,0,0,0,0
143059683,1,0,1,0,0,0,0
143565693,1,0,1,0,0,0,0
144071697,1,0,1,0,0,0,0
144578249,1,0,1,0,0,0,0
145083682,1,0,1,0,0,0,0
145589709,1,0,1,0,0,0,0
146095683,1,0,1,0,0,0,0
146601705,1,0,1,0,0,0,0
147108036,1,0,1,0,0,0,0
147613737,1,0,1,0,0,0,0
