timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
152676886,1,0,1,0,0,0,0
152963825,1,0,1,0,0,0,0
153469841,1,0,1,0,0,0,0
153976657,1,0,1,0,0,0,0
154482659,1,0,1,0,0,0,0
154989648,1,0,1,0,0,0,0
155495666,1,0,1,0,0,0,0
156001722,1,0,1,0,0,0,0
156507665,1,0,1,0,0,0,0
157013715,1,0,1,0,0,0,0
157519660,1,0,1,0,0,0,0
158025694,1,0,1,0,0,0,0
158531648,1,0,1,0,0,0,0
159037686,1,0,1,0,0,0,0
159543659,1,0,1,0,0,0,0
160049675,1,0,1,0,0,0,0
160555649,1,0,1,0,0,0,0
161061646,1,0,1,0,0,0,0
161568002,1,0,1,0,0,0,0
162073657,1,0,1,0,0,0,0
162579647,1,0,1,0,0,0,0
163085647,1,0,1,0,0,0,0
163591648,1,0,1,0,0,0,0
164097647,1,0,1,0,0,0,0
164603658,1,0,1,0,0,0,0
165109666,1,0,1,0,0,0,0
165615648,1,0,1,0,0,0,0
166122665,1,0,1,0,0,0,0
166628649,1,0,1,0,0,0,0
167134663,1,0,1,0,0,0,0
167640678,1,0,1,0,0,0,0
168146647,1,0,1,0,0,0,0
168652703,1,0,1,0,0,0,0
169159124,1,0,1,0,0,0,0
169664772,1,0,1,0,0,0,0
170170649,1,0,1,0,0,0,0
170677647,1,0,1,0,0,0,0
171183960,1,0,1,0,0,0,0
171689647,1,0,1,0,0,0,0
172196822,1,0,1,0,0,0,0
172702667,1,0,1,0,0,0,0
173208871,1,0,1,0,0,0,0
173715665,1,0,1,0,0,0,0
173947452,1,0,1,0,0,0,0
174452723,1,0,1,0,0,0,0
174958649,1,0,1,0,0,0,0
175464661,1,0,1,0,0,0,0
175971158,1,0,1,0,0,0,0
176476798,1,0,1,0,0,0,0
176983676,1,0,1,0,0,0,0
177489666,1,0,1,0,0,0,0
177995650,1,0,1,0,0,0,0
178503053,1,0,1,0,0,0,0
179008650,1,0,1,0,0,0,0
179514648,1,0,1,0,0,0,0
180020648,1,0,1,0,0,0,0
180526646,1,0,1,0,0,0,0
181032665,1,0,1,0,0,0,0
181538825,1,0,1,0,0,0,0
182044660,1,0,1,0,0,0,0
182550649,1,0,1,0,0,0,0
183056658,1,0,1,0,0,0,0
183562647,1,0,1,0,0,0,0
184069106,1,0,1,0,0,0,0
184574666,1,0,1,0,0,0,0
185080648,1,0,1,0,0,0,0
185586647,1,0,1,0,0,0,0
186092647,1,0,1,0,0,0,0
186598666,1,0,1,0,0,0,0
187104648,1,0,1,0,0,0,0
187610647,1,0,1,0,0,0,0
188116647,1,0,1,0,0,0,0
188622659,1,0,1,0,0,0,0
189128666,1,0,1,0,0,0,0
189425806,1,0,1,0,0,0,0
189931648,1,0,1,0,0,0,0
190437647,1,0,1,0,0,0,0
190944649,1,0,1,0,0,0,0
191450653,1,0,1,0,0,0,0
191956648,1,0,1,0,0,0,0
192462649,1,0,1,0,0,0,0
192968647,1,0,1,0,0,0,0
193474648,1,0,1,0,0,0,0
193980659,1,0,1,0,0,0,0
194486648,1,0,1,0,0,0,0
194992669,1,0,1,0,0,0,0
195498668,1,0,1,0,0,0,0
196004667,1,0,1,0,0,0,0
196511111,1,0,1,0,0,0,0
197016648,1,0,1,0,0,0,0
197522665,1,0,1,0,0,0,0
198028662,1,0,1,0,0,0,0
198534649,1,0,1,0,0,0,0
199040648,1,0,1,0,0,0,0
199546649,1,0,1,0,0,0,0
200052648,1,0,1,0,0,0,0
200558669,1,0,1,0,0,0,0
201064648,1,0,1,0,0,0,0
201570648,1,0,1,0,0,0,0
202077343,1,0,1,0,0,0,0
202582647,1,0,1,0,0,0,0
203088860,1,0,1,0,0,0,0
203594656,1,0,1,0,0,0,0
204100658,1,0,1,0,0,0,0
204606647,1,0,1,0,0,0,0
205112647,1,0,1,0,0,0,0
205618649,1,0,1,0,0,0,0
206124648,1,0,1,0,0,0,0
206630648,1,0,1,0,0,0,0
207136648,1,0,1,0,0,0,0
207642994,1,0,1,0,0,0,0
208148673,1,0,1,0,0,0,0
208654843,1,0,1,0,0,0,0
209160649,1,0,1,0,0,0,0
209666647,1,0,1,0,0,0,0
210172649,1,0,1,0,0,0,0
210678648,1,0,1,0,0,0,0
211184666,1,0,1,0,0,0,0
211690668,1,0,1,0,0,0,0
212196648,1,0,1,0,0,0,0
212702783,1,0,1,0,0,0,0
213208929,1,0,1,0,0,0,0
213714666,1,0,1,0,0,0,0
214220658,1,0,1,0,0,0,0
214726655,1,0,1,0,0,0,0
215232647,1,0,1,0,0,0,0
215739647,1,0,1,0,0,0,0
216245649,1,0,1,0,0,0,0
216751647,1,0,1,0,0,0,0
217257716,1,0,1,0,0,0,0
217763659,1,0,1,0,0,0,0
218269648,1,0,1,0,0,0,0
218775667,1,0,1,0,0,0,0
219281845,1,0,1,0,0,0,0
219787676,1,0,1,0,0,0,0
220293658,1,0,1,0,0,0,0
220799667,1,0,1,0,0,0,0
221306649,1,0,1,0,0,0,0
221812647,1,0,1,0,0,0,0
222318648,1,0,1,0,0,0,0
222826648,1,0,1,0,0,0,0
223332657,1,0,1,0,0,0,0
223838808,1,0,1,0,0,0,0
224344727,1,0,1,0,0,0,0
224850648,1,0,1,0,0,0,0
225356651,1,0,1,0,0,0,0
225862663,1,0,1,0,0,0,0
226368799,1,0,1,0,0,0,0
226874649,1,0,1,0,0,0,0
227380647,1,0,1,0,0,0,0
227887183,1,0,1,0,0,0,0
228392648,1,0,1,0,0,0,0
228898872,1,0,1,0,0,0,0
229404648,1,0,1,0,0,0,0
229910662,1,0,1,0,0,0,0
230416649,1,0,1,0,0,0,0
230922649,1,0,1,0,0,0,0
231428807,1,0,1,0,0,0,0
231934648,1,0,1,0,0,0,0
232440651,1,0,1,0,0,0,0
232946667,1,0,1,0,0,0,0
233452779,1,0,1,0,0,0,0
233958867,1,0,1,0,0,0,0
234464649,1,0,1,0,0,0,0
234970648,1,0,1,0,0,0,0
235477190,1,0,1,0,0,0,0
235982661,1,0,1,0,0,0,0
236488917,1,0,1,0,0,0,0
236994649,1,0,1,0,0,0,0
237500649,1,0,1,0,0,0,0
238006648,1,0,1,0,0,0,0
238512648,1,0,1,0,0,0,0
239019085,1,0,1,0,0,0,0
239524649,1,0,1,0,0,0,0
240030892,1,0,1,0,0,0,0
240536647,1,0,1,0,0,0,0
241042691,1,0,1,0,0,0,0
241548785,1,0,1,0,0,0,0
242054757,1,0,1,0,0,0,0
242561656,1,0,1,0,0,0,0
243067648,1,0,1,0,0,0,0
243573678,1,0,1,0,0,0,0
244079648,1,0,1,0,0,0,0
244585648,1,0,1,0,0,0,0
245091648,1,0,1,0,0,0,0
245597665,1,0,1,0,0,0,0
246103672,1,0,1,0,0,0,0
246609667,1,0,1,0,0,0,0
247116085,1,0,1,0,0,0,0
247621649,1,0,1,0,0,0,0
248127777,1,0,1,0,0,0,0
248633676,1,0,1,0,0,0,0
249139682,1,0,1,0,0,0,0
249645697,1,0,1,0,0,0,0
250151648,1,0,1,0,0,0,0
250657650,1,0,1,0,0,0,0
251163658,1,0,1,0,0,0,0
251669647,1,0,1,0,0,0,0
252175815,1,0,1,0,0,0,0
252681873,1,0,1,0,0,0,0
253187649,1,0,1,0,0,0,0
253693661,1,0,1,0,0,0,0
254199648,1,0,1,0,0,0,0
254705988,1,0,1,0,0,0,0
255211648,1,0,1,0,0,0,0
255717648,1,0,1,0,0,0,0
256223648,1,0,1,0,0,0,0
256729647,1,0,1,0,0,0,0
257235648,1,0,1,0,0,0,0
257741648,1,0,1,0,0,0,0
258247648,1,0,1,0,0,0,0
258753709,1,0,1,0,0,0,0
259259650,1,0,1,0,0,0,0
259765649,1,0,1,0,0,0,0
260271648,1,0,1,0,0,0,0
260777649,1,0,1,0,0,0,0
261283658,1,0,1,0,0,0,0
261789673,1,0,1,0,0,0,0
262296246,1,0,1,0,0,0,0
262781042,1,0,1,0,0,0,0
263286667,1,0,1,0,0,0,0
263792648,1,0,1,0,0,0,0
264298659,1,0,1,0,0,0,0
264804906,1,0,1,0,0,0,0
265310858,1,0,1,0,0,0,0
265816649,1,0,1,0,0,0,0
266322649,1,0,1,0,0,0,0
266828648,1,0,1,0,0,0,0
267334660,1,0,1,0,0,0,0
267840786,1,0,1,0,0,0,0
268346662,1,0,1,0,0,0,0
268852662,1,0,1,0,0,0,0
269358657,1,0,1,0,0,0,0
269865648,1,0,1,0,0,0,0
270371808,1,0,1,0,0,0,0
270877648,1,0,1,0,0,0,0
271383659,1,0,1,0,0,0,0
271889648,1,0,1,0,0,0,0
272395842,1,0,1,0,0,0,0
272901818,1,0,1,0,0,0,0
273407943,1,0,1,0,0,0,0
273913681,1,0,1,0,0,0,0
274298840,1,0,1,0,0,0,0
274309721,1,0,1,0,0,0,0
274815648,1,0,1,0,0,0,0
275322648,1,0,1,0,0,0,0
275828649,1,0,1,0,0,0,0
276334666,1,0,1,0,0,0,0
276840672,1,0,1,0,0,0,0
277347667,1,0,1,0,0,0,0
277853658,1,0,1,0,0,0,0
278359650,1,0,1,0,0,0,0
278866721,1,0,1,0,0,0,0
279372647,1,0,1,0,0,0,0
279878675,1,0,1,0,0,0,0
280384648,1,0,1,0,0,0,0
280890648,1,0,1,0,0,0,0
281396874,1,0,1,0,0,0,0
281902647,1,0,1,0,0,0,0
282408657,1,0,1,0,0,0,0
282914647,1,0,1,0,0,0,0
283420648,1,0,1,0,0,0,0
283926648,1,0,1,0,0,0,0
284432647,1,0,1,0,0,0,0
284938647,1,0,1,0,0,0,0
285444647,1,0,1,0,0,0,0
285950648,1,0,1,0,0,0,0
286456658,1,0,1,0,0,0,0
286962648,1,0,1,0,0,0,0
287468752,1,0,1,0,0,0,0
287974648,1,0,1,0,0,0,0
288480647,1,0,1,0,0,0,0
288986647,1,0,1,0,0,0,0
289492648,1,0,1,0,0,0,0
289998690,1,0,1,0,0,0,0
290504647,1,0,1,0,0,0,0
291010647,1,0,1,0,0,0,0
291516658,1,0,1,0,0,0,0
292022648,1,0,1,0,0,0,0
292528649,1,0,1,0,0,0,0
293035355,1,0,1,0,0,0,0
293540648,1,0,1,0,0,0,0
294046660,1,0,1,0,0,0,0
294552648,1,0,1,0,0,0,0
295058648,1,0,1,0,0,0,0
295564649,1,0,1,0,0,0,0
296070666,1,0,1,0,0,0,0
296576966,1,0,1,0,0,0,0
297082647,1,0,1,0,0,0,0
297588648,1,0,1,0,0,0,0
298094649,1,0,1,0,0,0,0
298601475,1,0,1,0,0,0,0
299106647,1,0,1,0,0,0,0
299612661,1,0,1,0,0,0,0
